Page,URL,Rect,Context
1,https://busquedas.elperuano.pe/dispositivo/NL/2392438-1,"(146.39999389648438, 139.69000244140625, 297.6499938964844, 152.34002685546875)",ó la condición de veda de recursos hídricos d nchas (El Peruano – Normas Legales)
1,https://busquedas.elperuano.pe/dispositivo/NL/2392629-1,"(126.80999755859375, 228.239990234375, 278.05999755859375, 254.8900146484375)",epartamentos de Amazonas Apurímac Cajam Piura. (El Peruano – Normas Legales) otas de prensa de Sunass
1,https://ladecana.pe/sunass-exhorta-a-empresas-de-agua-potable-a-transparentar-horarios-de-suministro-en-recibos/,"(135.3699951171875, 330.7799987792969, 193.6699981689453, 343.42999267578125)","ransparencia y permitir echos (La Decana, La De ebook, Diario Sin Fron"
1,https://sunassgobpe-my.sharepoint.com/personal/esosa_sunass_gob_pe/_layouts/15/stream.aspx?id=%2Fpersonal%2Fesosa%5Fsunass%5Fgob%5Fpe%2FDocuments%2FCompartido%2FEvidencias%5F2023%2D2024%2FPuno%2F2025%2E04%2E06%2E%20Radio%5FEP%20deben%20actualizar%20recibos%5FLa%20Decana%2Emp4&referrer=StreamWebApp%2EWeb&referrerScenario=AddressBarCopied%2Eview%2Eb0964331%2D9af1%2D4637%2D8cab%2D2a9a892bef36,"(195.8800048828125, 330.7799987792969, 296.9599914550781, 343.42999267578125)","y permitir que los usuarios co ecana, La Decana Noticias, Radio o Sin Fronteras, Cositel Telev"
1,https://www.facebook.com/story.php?story_fbid=pfbid078NRnjiKtt85W5PJFqqozuhebyvFCuEXRpcoNUTLR68gqjfRsivo5x85ARubh31vl&id=100045558008543&mibextid=Nif5oz&_rdr,"(299.1700134277344, 330.7799987792969, 388.0299987792969, 343.42999267578125)","usuarios conozcan sus condi ticias, Radio Onda Azul, Onda Cositel Televisión, HBA Notic"
1,https://radioondaazul.com/sunass-exige-a-eps-transparentar-recibos-con-informacion-clave-para-usuarios/?fbclid=IwY2xjawJzlv1leHRuA2FlbQIxMQBicmlkETE1cVR0WVQyelBMQ1hxU0c3AR4dUGkG21cKZJonktki_zB-Zxidoo31vSN7jV1ajvq5sbW9z1FQ7xb_L-q6Gg_aem_bQj9ZNYIcRqclMTwhceFXQ,"(390.239990234375, 330.7799987792969, 470.5299987792969, 343.42999267578125)","n sus condiciones y ejerzan a Azul, Onda Azul web, Onda HBA Noticias, radio TV M"
1,https://www.facebook.com/story.php?story_fbid=pfbid0rsRuiuxgrCJVjYwJquCyt2noDBQbQ8QovLNCZd6eFNHXDqd6dYXjHJ1UiNEKG8tal&id=100094902013658&mibextid=Nif5oz&_rdr,"(472.739990234375, 330.7799987792969, 532.260009765625, 343.42999267578125)","es y ejerzan sus l web, Onda Azul radio TV Mega,"
1,https://www.facebook.com/story.php?story_fbid=pfbid0rsRuiuxgrCJVjYwJquCyt2noDBQbQ8QovLNCZd6eFNHXDqd6dYXjHJ1UiNEKG8tal&id=100094902013658&mibextid=Nif5oz&_rdr,"(82.80000305175781, 343.42999267578125, 135.61000061035156, 356.0799865722656)","derechos (La De Facebook, Diari Corporación Pow"
1,https://sunassgobpe-my.sharepoint.com/personal/esosa_sunass_gob_pe/_layouts/15/onedrive.aspx?CT=1745334607070%2C1692131206266&OR=OWA%2DNT%2DMail%2COWA%2DNT&CID=2bdedad3%2D09f3%2D7913%2D0166%2D5e2a8b1c2335%2C89a8fafa%2D2286%2Dc729%2De910%2D3fda58bb7d6e&ga=1&noAuthRedirect=1&id=%2Fpersonal%2Fesosa%5Fsunass%5Fgob%5Fpe%2FDocuments%2FCompartido%2FEvidencias%5F2023%2D2024%2FPuno%2F2025%2E04%2E07%2E%20Prensa%5FEP%20deben%20actualizar%20informaci%C3%B3n%20en%20recibos%5FSin%20Fronteras%2Ejpg&parent=%2Fpersonal%2Fesosa%5Fsunass%5Fgob%5Fpe%2FDocuments%2FCompartido%2FEvidencias%5F2023%2D2024%2FPuno,"(141.72999572753906, 343.42999267578125, 253.07000732421875, 356.0799865722656)","chos (La Decana, La Decana Notici book, Diario Sin Fronteras, Cosi oración Power, El Portal, Nueva TV"
1,https://www.facebook.com/story.php?story_fbid=1091877419645651&id=100064702087403&rdid=3JnJmoTPhMJZpoVc,"(259.20001220703125, 343.42999267578125, 354.4100036621094, 356.0799865722656)","cana Noticias, Radio Onda Azul eras, Cositel Televisión, HBA l, Nueva TV Nacional, El Objetiv"
1,https://www.facebook.com/story.php?story_fbid=1074725234681905&id=100064333165887&rdid=bMQeEsIxusmoAvcM,"(360.5400085449219, 343.42999267578125, 434.3500061035156, 356.0799865722656)","Onda Azul, Onda Azul web isión, HBA Noticias, radio al, El Objetivo pe, El Objetiv"
1,https://www.facebook.com/story.php?story_fbid=1088773769951071&id=100064553747663&rdid=dfNaxLLYGQNE3N48,"(440.4700012207031, 343.42999267578125, 526.1400146484375, 356.0799865722656)","da Azul web, Onda Azul icias, radio TV Mega, e, El Objetivo, Radio TV"
1,https://www.facebook.com/story.php?story_fbid=547051751781326&id=100094295165727&rdid=sTCHbemlp2bDYlVF,"(82.80000305175781, 356.0799865722656, 182.47999572753906, 368.7300109863281)","Facebook, Diario Sin Fr Corporación Power, El Po Exclusiva, El Radar Vocero"
1,https://www.facebook.com/story.php?story_fbid=1209533571179462&id=100063684904414&rdid=BR9u6onQneDH2DG9,"(185.1199951171875, 356.0799865722656, 232.2100067138672, 368.7300109863281)","ario Sin Fronteras, Power, El Portal, Nuev Radar Vocero, Noticias"
1,https://www.facebook.com/story.php?story_fbid=1298935708615117&id=100054961004557&rdid=kVlXG0BI6vNscHaK,"(234.85000610351562, 356.0799865722656, 336.1700134277344, 368.7300109863281)","Fronteras, Cositel Televisión, H Portal, Nueva TV Nacional, El Ob ero, Noticias del Sur Juliaca, Puno"
1,https://www.facebook.com/story.php?story_fbid=1096223782522401&id=100064043675028&rdid=qfZPwESETORY6Y1S,"(338.79998779296875, 356.0799865722656, 413.8299865722656, 368.7300109863281)","Televisión, HBA Noticias, cional, El Objetivo pe, El Ob uliaca, Puno Noticias pe. No"
1,https://www.elobjetivo.pe/puno-sunass-exhorta-a-eps-a-actualizar-horarios-de-suministro-del-agua-potable-en-los-recibos/?fbclid=IwY2xjawJzmydleHRuA2FlbQIxMQBicmlkETE1cVR0WVQyelBMQ1hxU0c3AR6yKh_SN3ZCsq1DdhQ2y0qNlEq2ubkdK4s5VtW1jexbYy_njHHvw3gMGycrOg_aem_8WHsghTNaCWV6VlMEItg3w,"(416.4700012207031, 356.0799865722656, 475.19000244140625, 368.7300109863281)","Noticias, radio TV M vo pe, El Objetivo, Radio ticias pe. Noticias en Age"
1,https://www.facebook.com/story.php?story_fbid=122201472164149372&id=61554481166839&rdid=IYlMKB60ebc9yPm5,"(477.82000732421875, 356.0799865722656, 532.260009765625, 368.7300109863281)","adio TV Mega, jetivo, Radio TV ticias en Agenda"
1,https://www.facebook.com/story.php?story_fbid=122201472164149372&id=61554481166839&rdid=IYlMKB60ebc9yPm5,"(82.80000305175781, 368.7300109863281, 133.75999450683594, 381.3699951171875)","Corporación Pow Exclusiva, El Ra pe, Andina Notic"
1,https://www.facebook.com/story.php?story_fbid=1230164072444622&id=100063531222092&rdid=AvJj1WtcAlzdksLM,"(135.1699981689453, 368.7300109863281, 219.97999572753906, 381.3699951171875)","poración Power, El Portal, Nu usiva, El Radar Vocero, Notici Andina Noticias Puno, Red No"
1,https://www.facebook.com/story.php?story_fbid=981122794229149&id=100069943119778&rdid=DSfm2eTtYj1ApToP,"(221.38999938964844, 368.7300109863281, 339.6199951171875, 381.3699951171875)","El Portal, Nueva TV Nacional, El Ob ocero, Noticias del Sur Juliaca, Puno uno, Red Noticias Puno)."
1,https://www.facebook.com/story.php?story_fbid=1187034039884320&id=100057332054648&rdid=1f74wegdbayBTCrm,"(341.0299987792969, 368.7300109863281, 428.2900085449219, 381.3699951171875)","ional, El Objetivo pe, El Objet uliaca, Puno Noticias pe. Notici ."
1,https://www.facebook.com/story.php?story_fbid=1201308672005402&id=100063788400466&rdid=vteN0bf7NNdkOzm5,"(429.70001220703125, 368.7300109863281, 532.260009765625, 381.3699951171875)","pe, El Objetivo, Radio TV as pe. Noticias en Agenda"
1,https://www.facebook.com/story.php?story_fbid=1201308672005402&id=100063788400466&rdid=vteN0bf7NNdkOzm5,"(82.80000305175781, 381.3699951171875, 99.53500366210938, 394.0199890136719)","Exclusiva pe, Andin"
1,https://www.facebook.com/story.php?story_fbid=122125127654761484&id=61572844524094&rdid=pI0qbAXbxeKbgXTj,"(101.1500015258789, 381.3699951171875, 210.82000732421875, 394.0199890136719)","Exclusiva, El Radar Vocero, Not pe, Andina Noticias Puno, Red N"
1,https://www.facebook.com/story.php?story_fbid=1213882510741125&id=100063581620342&rdid=Z14mBwXsmZUTiEdC,"(212.44000244140625, 381.3699951171875, 308.0400085449219, 394.0199890136719)","Vocero, Noticias del Sur Juliaca Puno, Red Noticias Puno)."
1,https://www.cheleloyborolas.com/index.php?option=com_content&view=article&id=72981:peru-necesita-s-138-mil-millones-para-cerrar-brechas-en-agua-potable-y-saneamiento-en-el-ambito-de-las-empresas-prestadoras&catid=10&Itemid=103,"(276.32000732421875, 444.6199951171875, 371.1600036621094, 457.2699890136719)","otable y saneamiento del país, ones. (Chelelo y Borolas, Cade"
1,https://www.facebook.com/story.php?story_fbid=1256995566430680&id=100063607441005&rdid=YvKs8QgVDbpfqDrV,"(374.8299865722656, 444.6199951171875, 477.3900146484375, 457.2699890136719)","o del país, advirtió la Sunass en rolas, Cadena Informativa, Diario"
1,https://www.facebook.com/photo?fbid=122150617412553037&set=pcb.122150617790553037,"(481.07000732421875, 444.6199951171875, 532.260009765625, 457.2699890136719)","a Sunass en su mativa, Diario El"
1,https://www.facebook.com/photo?fbid=122150617412553037&set=pcb.122150617790553037,"(82.80000305175781, 457.2699890136719, 120.91999816894531, 469.9200134277344)","reciente segu Minero, El Ob"
1,https://www.facebook.com/story.php?story_fbid=1097293272430026&id=100064480910708&rdid=iMwEhOjygYLlmBjm,"(122.54000091552734, 457.2699890136719, 197.33999633789062, 469.9200134277344)","eciente seguimiento de inve Minero, El Observador)"
1,https://www.facebook.com/watch/?v=1338003507487770,"(466.1199951171875, 533.1600341796875, 532.260009765625, 545.8099975585938)",ez del agua los que ativa. (Oxa Prensa
1,https://www.facebook.com/watch/?v=1338003507487770,"(82.80000305175781, 545.8099975585938, 135.61000061035156, 558.4600219726562)",fueron encontrad en Acción)
