Page,URL,Rect,Context
2,https://www.facebook.com/informateperuanohoy/posts/pfbid02niPBppaPir9nfCdvKXn9NzhjKokcwtvRSuuro6MqJBvdq2coxD5RwCGB3otEmArHl,"(131.02426147460938, 352.6484680175781, 205.92222595214844, 362.47125244140625)",") p Noticias, Que pasa news, EAG No ollendo, Informate Peruano, Arequi o, Yaravi FM, RPP, Arequipa Metro"
2,https://www.facebook.com/Arequipa.pe/posts/pfbid02SH1uRq3VMtT9C8joLcwudoVUe39Gt4Hw7u72Wqh4VAjUQkxfXzxHMgCnnjgTuG3Ml,"(210.83355712890625, 352.6484680175781, 293.7124328613281, 362.47125244140625)","news, EAG Noticias, Los Protagonis eruano, Arequipa Noticias.pe, Habla Arequipa Metropolitana Noticias)"
2,https://www.facebook.com/permalink.php?story_fbid=pfbid02FinUrue2m3q9qB5PENKYThjD24abSWa1SAMw2AKbigULRyEM3HREnjUcr3HuhWHwl&id=61572359463553,"(298.6238098144531, 352.6484680175781, 395.0088806152344, 362.47125244140625)","( Los Protagonistas AQP, Polémica y Noti cias.pe, Habla Arequipa Noticias, Diario Noticias)"
2,https://diarioviral.pe/cercado/instituciones-educativas-deben-s512-mil-a-sedapar-39394,"(399.9201965332031, 352.6484680175781, 443.5083923339844, 362.47125244140625)","olémica y Noticias, Polémi oticias, Diario Viral, Diario"
2,https://edicion.diarioviral.pe/edicion-13-3-2025,"(449.03363037109375, 352.6484680175781, 492.6217956542969, 362.47125244140625)","q p oticias, Polémica y Noticias o Viral, Diario Viral, Diario"
2,https://losandes.com.pe/arequipa-diario-los-andes-13-03-2025/,"(497.5331115722656, 352.6484680175781, 538.0516967773438, 362.47125244140625)","q p mica y Noticias, Radio o Viral, Diario Los"
2,https://losandes.com.pe/arequipa-diario-los-andes-13-03-2025/,"(45.075775146484375, 362.47125244140625, 70.86032104492188, 372.29388427734375)","p Las Vegas Mo Andes, Correo"
2,https://diariocorreo.pe/edicion/arequipa/sunass-reportan-92-colegios-de-arequipa-con-deudas-por-el-servicio-de-agua-potable-noticia/,"(75.77165985107422, 362.47125244140625, 103.39796447753906, 372.29388427734375)","p Las Vegas Mollendo, I Andes, Correo, Yaravi"
2,https://x.com/search?q=Arequipa%3A%2092%20colegios%20con%20deudas%20por%20el%20servicio%20de%20agua%20potable&src=typed_query,"(175.8402557373047, 362.47125244140625, 303.5351257324219, 372.29388427734375)","p g ormate Peruano, Arequipa Noticias.pe, Habla Ar M, RPP, Arequipa Metropolitana Noticias)"
2,https://sunassgobpe-my.sharepoint.com/:i:/g/personal/rgranados_sunass_gob_pe/EfU8Vt8cir1LmhqK5TjicvgBVzwxSVzFUva4H9DmHKTmVg?e=GAJcsa,"(472.36248779296875, 401.7619934082031, 499.98876953125, 411.5846252441406)","ble, mediante camiones ervicio. (Correo, El El Dato Lambayeque, E"
2,https://www.facebook.com/share/p/1BzoKcA2vn/,"(504.9001159667969, 401.7619934082031, 512.8810424804688, 411.5846252441406)","ante camiones Correo, El Lambayeque, El"
2,https://www.facebook.com/share/p/1BzoKcA2vn/,"(45.075775146484375, 411.5846252441406, 89.89177703857422, 421.40728759765625)","p p cisterna, en el sect Chiclayano, El Dato Dato Noticias, Can"
2,https://www.facebook.com/share/p/15VTXnEzmT/,"(94.80310821533203, 411.5846252441406, 178.90985107421875, 421.40728759765625)","p p rna, en el sector Primero de Mayo, d ayano, El Dato Lambayeque, La Esq Noticias, Canal Mundial Online, Gal"
2,https://www.facebook.com/share/p/1GjC64uVzL/,"(183.82118225097656, 411.5846252441406, 228.63717651367188, 421.40728759765625)","p g p ero de Mayo, del distrito de ayeque, La Esquina, ABCN al Online, Gallinazo inform"
2,https://www.facebook.com/share/p/1H6owrjkTP/,"(233.5485076904297, 411.5846252441406, 274.0671081542969, 421.40728759765625)","g p del distrito de José Leona squina, ABCNorte, ABCN allinazo informa, Fuego, J"
2,https://sunassgobpe-my.sharepoint.com/:b:/g/personal/rgranados_sunass_gob_pe/EZoiQhalhClJsAnKU02g3PwBZeG14FGOuhZvAL4owWT6Pw?e=Dwd8RL,"(279.59234619140625, 411.5846252441406, 320.1109313964844, 421.40728759765625)","p de José Leonardo Ortiz, a CNorte, ABCNorte, El Cicl rma, Fuego, JHC, Santa V"
2,https://www.facebook.com/photo/?fbid=665633532641575&set=pcb.665633929308202,"(325.0222473144531, 411.5846252441406, 360.6294860839844, 421.40728759765625)","onardo Ortiz, ante la rest CNorte, El Ciclón, El Cicl , JHC, Santa Victoria, R"
2,https://sunassgobpe-my.sharepoint.com/:b:/g/personal/rgranados_sunass_gob_pe/EbkZcSA1aypFg-TE9uPOAVIB976mNEaynyfAm5gf8kRRLg?e=0GPod8,"(365.54083251953125, 411.5846252441406, 401.1480712890625, 421.40728759765625)","g p iz, ante la restricción del Ciclón, El Ciclón, Correo nta Victoria, RPP, Kalien"
2,https://sunassgobpe-my.sharepoint.com/:b:/g/personal/rgranados_sunass_gob_pe/ETLuKPXSrDVBj4xSxxtAsl0BnPuJdJRAdIQTGeXCUi4ztQ?e=NEGf2f,"(406.05938720703125, 411.5846252441406, 433.6856994628906, 421.40728759765625)","g p restricción del servicio Ciclón, Correo, El Dato a, RPP, Kaliente, Exito"
2,https://www.facebook.com/share/p/15EtbVxxbS/,"(438.5970458984375, 411.5846252441406, 522.7037353515625, 421.40728759765625)","p ón del servicio. (Correo, El Correo, El Dato Lambayeque, El Kaliente, Exitosa Chiclayo, La"
2,https://www.facebook.com/share/p/1BbUziDa1J/,"(527.6151123046875, 411.5846252441406, 535.5960083007812, 421.40728759765625)","o, El yeque, El ayo, La"
2,https://www.facebook.com/share/p/1BbUziDa1J/,"(45.075775146484375, 421.40728759765625, 98.48661804199219, 431.2299499511719)","Chiclayano, El Dato L Dato Noticias, Canal Norteña)"
2,https://www.facebook.com/share/p/166gqtrsYg/,"(104.01187896728516, 421.40728759765625, 189.96035766601562, 431.2299499511719)","y yano, El Dato Lambayeque, La Esquin oticias, Canal Mundial Online, Gallina a)"
2,https://www.facebook.com/share/p/12KRF7zpYj9/,"(194.8717041015625, 421.40728759765625, 264.85833740234375, 431.2299499511719)","y que, La Esquina, ABCNorte, ABC Online, Gallinazo informa, Fuego"
2,https://diariocorreo.pe/edicion/puno/trabajador-resulto-gravemente-herido-tras-caer-del-local-de-seda-juliaca-noticia/,"(508.5836486816406, 541.7351684570312, 536.2099609375, 551.557861328125)","da y muerte luego iudad. (Correo, La"
2,https://ladecana.pe/juliaca-trabajador-de-seda-sufre-grave-accidente-al-caer-de-techo-durante-granizada/,"(541.1212768554688, 541.7351684570312, 550.9439697265625, 551.557861328125)","erte luego Correo, La"
2,https://ladecana.pe/juliaca-trabajador-de-seda-sufre-grave-accidente-al-caer-de-techo-durante-granizada/,"(45.075775146484375, 551.557861328125, 76.38558197021484, 561.3804931640625)",de caer del tech Decana)
