Page,URL,Rect,Context
2,https://prensaregional.pe/educacion-sanitaria-en-moquegua-mas-de-800-estudiantes-aprenden-a-cuidar-el-agua-potable/,"(175.1199951171875, 544.4600219726562, 260.95001220703125, 557.1099853515625)",nizado por la EPS Moquegua onza. (Prensa Regional)
2,https://diariocorreo.pe/edicion/huanuco/inician-estudios-para-delimitar-el-humedal-en-huachog-en-huanuco-noticia/?ref=dcr,"(124.36000061035156, 620.3499755859375, 162.47999572753906, 633.0)",mpresas R&S Cons VCS. (Correo)
3,https://elperuano.pe/noticia/267931-inversion-en-agua-y-saneamiento,"(357.94000244140625, 76.45001220703125, 416.8599853515625, 89.0999755859375)","cia la igualdad en el acc (…)”. (El Peruano, El Pe"
3,http://imacorpplataforma.com/wp-content/uploads/2025/04/EL-PERUANO-EDITORIAL-9-INVERSION-EN-AGUA-Y-SANEAMIENTO-09-4-2025-scaled.jpg,"(418.4800109863281, 76.45001220703125, 523.260009765625, 89.0999755859375)","ad en el acceso a servicios ruano, El Peruano, Editorial)"
3,http://imacorpplataforma.com/wp-content/uploads/2025/04/LA-NOTICIA-ESPECIAL-9-RESERVORIOS-PARA-TENER-AGUA-TODO-EL-ANO-NO-SE-OYE-PADRE-09-04-2025.jpg,"(512.4600219726562, 190.28997802734375, 532.260009765625, 202.94000244140625)","Poechos, (…)”. (La"
3,http://imacorpplataforma.com/wp-content/uploads/2025/04/LA-NOTICIA-ESPECIAL-9-RESERVORIOS-PARA-TENER-AGUA-TODO-EL-ANO-NO-SE-OYE-PADRE-09-04-2025.jpg,"(82.80000305175781, 202.94000244140625, 168.61000061035156, 215.59002685546875)","Tinajones o Gallito Cieg Noticia, Especial, La No"
3,https://lanoticia.com.pe/reservorios-para-tener-agua-todo-el-ano-no-se-oye-padre/,"(170.22999572753906, 202.94000244140625, 223.63999938964844, 215.59002685546875)","o Gallito Ciego, solucion pecial, La Noticia)"
3,http://imacorpplataforma.com/wp-content/uploads/2025/04/EL-PERUANO-POLITICA-4-PERU-ESPERA-MILLONARIAS-INVERSIONES-AMBIENTALES-09-04-2025-scaled.jpg,"(321.8800048828125, 316.7799987792969, 380.80999755859375, 329.42999267578125)",ación puede generar en l lares. (El Peruano)
3,http://imacorpplataforma.com/wp-content/uploads/2025/04/EL-PERUANO-POLITICA-2-RELIEVAN-MODELO-DE-INTEGRIDAD-09-04-2025-scaled.jpg,"(388.510009765625, 417.9700012207031, 447.42999267578125, 430.6199951171875)",y la sociedad civil con pción. (El Peruano)
3,http://imacorpplataforma.com/wp-content/uploads/2025/04/EL-PERUANO-POLITICA-4-REDUCEN-ANEMIA-INFANTIL-09-04-2025.jpg,"(352.4599914550781, 506.510009765625, 411.3900146484375, 519.1600341796875)",ó que el logro forma parte fantil. (El Peruano)
